OTU_3	SAR11_Surface_1__Alpha__1958_bp_rna	92.7	370	26	1	1	370	1	369	4.3e-151	520.0
OTU_2	SAR86_a__Gamma__1729_bp_rna	83.0	289	49	0	1	289	1	289	8.1e-74	263.3
OTU_4	Prochlorococcus_2121_bp_rna	97.3	373	10	0	1	373	1	373	1.5e-185	634.5
OTU_5	SAR11_Surface_1__Alpha__1958_bp_rna	98.6	369	5	0	1	369	1	369	1.1e-191	654.8
OTU_6	Taumarchaea_MGI_a_1364_bp_rna	100.0	375	0	0	1	375	2	376	2.4e-203	693.6
OTU_7	Prochlorococcus_2121_bp_rna	96.5	373	13	0	1	373	1	373	1.5e-180	617.9
OTU_1	SAR11_Surface_1__Alpha__1958_bp_rna	99.7	369	1	0	1	369	1	369	2.4e-198	677.0
OTU_10	OCS155_a__Actino__1765_bp_rna	100.0	376	0	0	1	376	1	376	6.8e-204	695.5
OTU_11	Planctomyces_1460_bp_rna	84.8	369	56	0	1	369	5	373	1.3e-106	372.3
OTU_12	SAR116_a__Alpha__1946_bp_rna	99.5	370	2	0	1	370	1	370	3.1e-197	673.3
OTU_14	Marine_Group_A__aka_SAR406__1992_bp_rna	100.0	373	0	0	1	373	1	373	3.1e-202	689.9
OTU_13	Flavobacteria_2061_bp_rna	89.1	367	40	0	1	367	1	367	3.4e-132	457.2
OTU_15	SAR116_a__Alpha__1946_bp_rna	81.7	371	67	1	1	371	1	370	2.9e-83	294.7
OTU_16	SAR86_a__Gamma__1729_bp_rna	80.3	370	66	1	1	370	1	363	1e-77	276.3
OTU_17	SAR86_a__Gamma__1729_bp_rna	82.0	367	62	1	1	367	1	363	4.7e-86	304.0
OTU_9	Flavobacteria_2061_bp_rna	100.0	369	0	0	1	369	1	369	5.2e-200	682.5
OTU_20	Marine_Group_A__aka_SAR406__1992_bp_rna	83.9	373	60	0	1	373	1	373	3.6e-102	357.5
OTU_19	Prochlorococcus_2121_bp_rna	80.2	373	69	1	1	368	1	373	1.3e-76	272.6
OTU_18	Planctomyces_1460_bp_rna	100.0	372	0	0	1	372	2	373	1.1e-201	688.1
OTU_8	Flavobacteria_2061_bp_rna	78.4	301	65	0	1	301	1	301	8.2e-54	196.9
OTU_22	Flavobacteria_2061_bp_rna	83.6	366	60	0	1	366	1	366	2.8e-98	344.6
OTU_23	SAR86_a__Gamma__1729_bp_rna	80.8	370	64	1	1	370	1	363	4.8e-81	287.4
OTU_24	OCS155_a__Actino__1765_bp_rna	96.0	376	15	0	1	376	1	376	7.1e-179	612.4
OTU_25	Prochlorococcus_2121_bp_rna	80.7	373	67	1	1	368	1	373	6.2e-80	283.7
OTU_27	SAR86_a__Gamma__1729_bp_rna	85.2	372	48	1	1	372	1	365	7.7e-109	379.7
OTU_26	Prochlorococcus_2121_bp_rna	100.0	373	0	0	1	373	1	373	3.1e-202	689.9
OTU_21	Taumarchaea_MGI_a_1364_bp_rna	98.1	375	7	0	1	375	2	376	1.2e-191	654.8
OTU_28	SAR116_a__Alpha__1946_bp_rna	81.9	371	66	1	1	371	1	370	6.2e-85	300.3
OTU_30	Flavobacteria_2061_bp_rna	81.1	366	69	0	1	366	1	366	2.9e-83	294.7
OTU_33	SAR116_a__Alpha__1946_bp_rna	85.7	371	52	1	1	371	1	370	2.8e-108	377.8
OTU_34	Flavobacteria_2061_bp_rna	90.6	373	29	2	1	373	1	367	3.5e-137	473.9
OTU_29	OCS155_a__Actino__1765_bp_rna	77.1	362	80	2	11	369	12	373	2.3e-49	182.1
OTU_35	Flavobacteria_2061_bp_rna	88.7	371	38	1	1	371	1	367	2.7e-128	444.3
OTU_36	OCS155_a__Actino__1765_bp_rna	77.1	362	80	2	11	369	12	373	2.3e-49	182.1
OTU_37	OCS155_a__Actino__1765_bp_rna	76.6	363	82	2	12	371	12	374	1.4e-46	172.9
OTU_31	Planctomyces_1460_bp_rna	80.6	288	56	0	9	296	9	296	1.4e-61	222.7
OTU_39	SAR86_a__Gamma__1729_bp_rna	82.3	288	51	0	1	288	1	288	6.3e-70	250.4
OTU_41	SAR86_a__Gamma__1729_bp_rna	81.4	370	62	2	1	370	1	363	2.2e-79	281.8
OTU_40	SAR116_a__Alpha__1946_bp_rna	79.6	357	70	1	14	367	14	370	2.9e-68	244.9
OTU_38	SAR116_a__Alpha__1946_bp_rna	82.4	370	64	1	1	369	1	370	1e-87	309.5
OTU_45	SAR86_a__Gamma__1729_bp_rna	99.7	365	1	0	1	365	1	365	4e-196	669.6
OTU_44	OCS155_a__Actino__1765_bp_rna	80.5	246	46	1	127	370	129	374	1.1e-47	176.6
OTU_43	SAR86_a__Gamma__1729_bp_rna	83.2	370	55	1	1	370	1	363	4.7e-96	337.2
OTU_46	Planctomyces_1460_bp_rna	94.6	372	20	0	1	372	2	373	2.6e-168	577.3
OTU_49	Taumarchaea_MGI_a_1364_bp_rna	93.1	375	26	0	1	375	2	376	5.6e-160	549.6
OTU_47	OCS155_a__Actino__1765_bp_rna	77.1	363	80	2	11	370	12	374	6.5e-50	183.9
OTU_50	Flavobacteria_2061_bp_rna	78.9	369	74	1	1	365	1	369	3.7e-67	241.2
OTU_53	Euryarchea_MGII_1234_bp_rna	100.0	377	0	0	1	377	1	377	1.9e-204	697.3
OTU_52	OCS155_a__Actino__1765_bp_rna	77.9	362	77	2	11	369	12	373	2.3e-54	198.7
OTU_51	OCS155_a__Actino__1765_bp_rna	77.1	363	80	2	11	370	12	374	6.5e-50	183.9
OTU_60	Flavobacteria_2061_bp_rna	83.1	366	58	2	1	362	1	366	3.6e-87	307.7
OTU_42	Prochlorococcus_2121_bp_rna	72.9	361	96	1	10	370	11	369	3.1e-28	111.9
OTU_61	Planctomyces_1460_bp_rna	81.6	288	53	0	9	296	9	296	1.4e-66	239.3
OTU_66	Flavobacteria_2061_bp_rna	91.2	373	27	2	1	373	1	367	1.6e-140	484.9
OTU_54	OCS155_a__Actino__1765_bp_rna	96.8	376	12	0	1	376	1	376	7e-184	629.0
OTU_69	SAR116_a__Alpha__1946_bp_rna	82.4	370	64	1	1	369	1	370	1e-87	309.5
OTU_70	Taumarchaea_MGI_a_1364_bp_rna	92.3	375	29	0	1	375	2	376	5.6e-155	533.0
OTU_71	Flavobacteria_2061_bp_rna	91.4	373	26	2	1	373	1	367	3.4e-142	490.5
OTU_72	SAR116_a__Alpha__1946_bp_rna	86.8	370	49	0	1	370	1	370	7.6e-119	412.9
OTU_73	Prochlorococcus_2121_bp_rna	80.2	373	69	1	1	368	1	373	1.3e-76	272.6
OTU_76	SAR86_a__Gamma__1729_bp_rna	82.2	370	59	1	1	370	1	363	2.2e-89	315.1
OTU_65	Prochlorococcus_2121_bp_rna	80.2	373	69	1	1	368	1	373	1.3e-76	272.6
OTU_78	Flavobacteria_2061_bp_rna	90.5	367	35	0	1	367	1	367	1.6e-140	484.9
OTU_79	SAR116_a__Alpha__1946_bp_rna	82.4	370	64	1	1	369	1	370	1e-87	309.5
OTU_80	SAR116_a__Alpha__1946_bp_rna	86.8	370	49	0	1	370	1	370	7.6e-119	412.9
OTU_82	OCS155_a__Actino__1765_bp_rna	78.6	243	49	2	131	370	132	374	6.6e-35	134.1
OTU_84	Flavobacteria_2061_bp_rna	90.9	373	28	1	1	373	1	367	7.4e-144	496.0
OTU_85	Prochlorococcus_2121_bp_rna	76.3	363	86	0	8	370	8	370	3e-53	195.0
OTU_90	SAR86_a__Gamma__1729_bp_rna	82.3	288	51	0	1	288	1	288	6.3e-70	250.4
OTU_93	Flavobacteria_2061_bp_rna	81.4	366	68	0	1	366	1	366	6.1e-85	300.3
OTU_94	Prochlorococcus_2121_bp_rna	80.4	373	68	1	1	368	1	373	2.9e-78	278.1
OTU_81	SAR202_a__Chloroflexi__1505_bp_rna	100.0	373	0	0	1	373	1	373	3.1e-202	689.9
OTU_89	SAR11_Surface_1__Alpha__1958_bp_rna	84.8	369	56	0	1	369	1	369	1.3e-106	372.3
OTU_57	Prochlorococcus_2121_bp_rna	74.8	286	70	1	10	295	11	294	6.7e-30	117.5
OTU_101	Prochlorococcus_2121_bp_rna	73.7	361	93	1	10	370	11	369	3.1e-33	128.5
OTU_106	Flavobacteria_2061_bp_rna	94.3	369	21	0	1	369	1	369	5.5e-165	566.2
OTU_111	OCS155_a__Actino__1765_bp_rna	78.6	243	49	2	131	370	132	374	6.6e-35	134.1
OTU_96	Marine_Group_A__aka_SAR406__1992_bp_rna	83.0	253	43	0	119	371	119	371	8.2e-64	230.1
OTU_114	SAR11_Surface_1__Alpha__1958_bp_rna	98.4	369	6	0	1	369	1	369	5.3e-190	649.3
OTU_115	SAR116_a__Alpha__1946_bp_rna	80.8	370	71	0	1	370	1	370	3.7e-82	291.0
OTU_99	OCS155_a__Actino__1765_bp_rna	76.6	363	82	2	11	370	12	374	1.4e-46	172.9
OTU_127	OCS155_a__Actino__1765_bp_rna	76.3	363	83	2	11	370	12	374	6.5e-45	167.3
OTU_132	SAR86_a__Gamma__1729_bp_rna	83.2	370	55	1	1	370	1	363	4.7e-96	337.2
OTU_125	SAR202_a__Chloroflexi__1505_bp_rna	75.0	196	43	2	161	351	161	355	1.9e-15	69.4
OTU_134	SAR11_Surface_1__Alpha__1958_bp_rna	98.4	369	6	0	1	369	1	369	5.3e-190	649.3
OTU_138	Taumarchaea_MGI_a_1364_bp_rna	93.3	375	25	0	1	375	2	376	1.2e-161	555.1
OTU_98	Planctomyces_1460_bp_rna	87.3	370	47	0	1	370	4	373	3.5e-122	424.0
OTU_154	SAR11_Surface_1__Alpha__1958_bp_rna	93.8	370	22	1	1	370	1	369	9.3e-158	542.2
OTU_155	SAR86_a__Gamma__1729_bp_rna	82.1	368	60	1	1	368	1	362	1e-87	309.5
OTU_158	SAR86_a__Gamma__1729_bp_rna	84.3	370	51	2	1	370	1	363	1e-97	342.8
OTU_162	SAR86_a__Gamma__1729_bp_rna	81.8	369	60	1	1	369	1	362	3.7e-87	307.7
OTU_164	Taumarchaea_MGI_a_1364_bp_rna	98.7	375	5	0	1	375	2	376	5.3e-195	665.9
OTU_169	Prochlorococcus_2121_bp_rna	97.3	373	10	0	1	373	1	373	1.5e-185	634.5
OTU_174	Flavobacteria_2061_bp_rna	83.3	366	57	2	1	362	1	366	7.8e-89	313.2
OTU_153	SAR86_a__Gamma__1729_bp_rna	82.7	370	57	1	1	370	1	363	1e-92	326.1
OTU_175	Prochlorococcus_2121_bp_rna	80.7	373	67	1	1	368	1	373	6.2e-80	283.7
OTU_179	SAR86_a__Gamma__1729_bp_rna	86.3	372	44	1	1	372	1	365	1.6e-115	401.8
OTU_181	Prochlorococcus_2121_bp_rna	77.0	357	82	0	14	370	14	370	1.4e-56	206.1
OTU_183	Planctomyces_1460_bp_rna	76.0	358	85	1	16	372	16	373	5.1e-46	171.0
OTU_185	SAR86_a__Gamma__1729_bp_rna	86.6	372	43	2	1	372	1	365	3.6e-112	390.8
OTU_189	SAR11_Surface_1__Alpha__1958_bp_rna	98.6	369	5	0	1	369	1	369	1.1e-191	654.8
OTU_187	Prochlorococcus_2121_bp_rna	80.7	373	67	1	1	368	1	373	6.2e-80	283.7
OTU_191	SAR86_a__Gamma__1729_bp_rna	87.5	369	42	1	1	369	1	365	1.6e-120	418.5
OTU_180	SAR86_a__Gamma__1729_bp_rna	81.6	370	61	1	1	370	1	363	4.8e-86	304.0
OTU_194	Planctomyces_1460_bp_rna	82.8	372	61	1	1	369	2	373	1.3e-91	322.4
OTU_195	SAR86_a__Gamma__1729_bp_rna	84.6	369	50	1	1	369	1	362	7.8e-104	363.1
OTU_197	Flavobacteria_2061_bp_rna	90.9	373	28	2	1	373	1	367	7.5e-139	479.4
OTU_120	SAR86_a__Gamma__1729_bp_rna	73.4	263	70	0	12	274	12	274	2.4e-24	99.0
OTU_202	OCS155_a__Actino__1765_bp_rna	78.1	360	76	2	13	369	14	373	6.4e-55	200.6
OTU_204	OCS155_a__Actino__1765_bp_rna	81.6	245	42	1	127	368	129	373	1.1e-52	193.2
OTU_204	OCS155_a__Actino__1765_bp_rna	78.1	288	62	1	11	297	12	299	1.8e-45	169.2
OTU_230	SAR86_a__Gamma__1729_bp_rna	84.2	367	54	1	1	367	1	363	2.2e-99	348.3
OTU_225	OCS155_a__Actino__1765_bp_rna	75.5	363	86	2	11	370	12	374	6.6e-40	150.7
OTU_231	SAR86_a__Gamma__1729_bp_rna	84.1	370	52	1	1	370	1	363	4.7e-101	353.8
OTU_215	SAR116_a__Alpha__1946_bp_rna	85.1	370	55	0	1	370	1	370	7.7e-109	379.7
OTU_262	SAR11_Surface_1__Alpha__1958_bp_rna	98.6	369	5	0	1	369	1	369	1.1e-191	654.8
OTU_238	Marine_Group_A__aka_SAR406__1992_bp_rna	72.4	272	74	1	1	271	1	272	1.4e-16	73.1
OTU_252	Prochlorococcus_2121_bp_rna	81.7	257	46	1	118	374	118	373	6.5e-55	200.6
OTU_268	SAR116_a__Alpha__1946_bp_rna	82.4	370	65	0	1	370	1	370	3.6e-92	324.3
OTU_274	Prochlorococcus_2121_bp_rna	81.5	373	63	1	1	367	1	373	1.7e-85	302.1
OTU_272	OCS155_a__Actino__1765_bp_rna	77.3	362	79	2	11	369	12	373	5e-51	187.6
OTU_289	SAR11_Surface_1__Alpha__1958_bp_rna	93.2	370	24	1	1	370	1	369	2e-154	531.1
OTU_281	Marine_Group_A__aka_SAR406__1992_bp_rna	78.8	363	77	0	11	373	11	373	2.9e-68	244.9
OTU_280	Prochlorococcus_2121_bp_rna	79.7	365	72	1	10	374	11	373	1.8e-70	252.3
OTU_308	Prochlorococcus_2121_bp_rna	79.7	370	70	1	1	365	1	370	2.9e-73	261.5
OTU_353	SAR86_a__Gamma__1729_bp_rna	79.9	369	68	1	1	369	1	363	6.3e-75	267.0
OTU_316	SAR11_Surface_1__Alpha__1958_bp_rna	98.6	369	5	0	1	369	1	369	1.1e-191	654.8
OTU_357	SAR86_a__Gamma__1729_bp_rna	82.4	369	59	2	1	369	1	363	6.2e-85	300.3
OTU_381	SAR116_a__Alpha__1946_bp_rna	98.6	370	5	0	1	370	1	370	3.2e-192	656.7
OTU_360	Flavobacteria_2061_bp_rna	90.1	373	31	2	1	373	1	367	7.5e-134	462.8
OTU_391	SAR86_a__Gamma__1729_bp_rna	86.4	369	46	1	1	369	1	365	7.6e-114	396.3
OTU_400	SAR11_Surface_1__Alpha__1958_bp_rna	96.2	369	14	0	1	369	1	369	1.2e-176	605.0
OTU_330	Prochlorococcus_2121_bp_rna	78.2	363	79	0	10	372	11	373	6.4e-65	233.8
OTU_426	Flavobacteria_2061_bp_rna	81.0	369	70	0	1	369	1	369	2.9e-83	294.7
OTU_432	OCS155_a__Actino__1765_bp_rna	79.0	376	77	2	1	374	1	376	3e-63	228.3
OTU_450	SAR86_a__Gamma__1729_bp_rna	81.3	369	62	1	1	369	1	362	8e-84	296.6
OTU_481	Prochlorococcus_2121_bp_rna	96.8	373	12	0	1	373	1	373	3.2e-182	623.4
OTU_515	SAR86_a__Gamma__1729_bp_rna	82.5	371	57	2	1	371	1	363	3.7e-87	307.7
OTU_517	SAR11_Surface_1__Alpha__1958_bp_rna	93.0	370	25	1	1	370	1	369	9.3e-153	525.6
OTU_548	SAR11_Surface_1__Alpha__1958_bp_rna	98.6	369	5	0	1	369	1	369	1.1e-191	654.8
OTU_562	SAR11_Surface_1__Alpha__1958_bp_rna	98.6	369	5	0	1	369	1	369	1.1e-191	654.8
OTU_587	SAR11_Surface_1__Alpha__1958_bp_rna	98.6	369	5	0	1	369	1	369	1.1e-191	654.8
OTU_582	SAR11_Surface_1__Alpha__1958_bp_rna	98.6	369	5	0	1	369	1	369	1.1e-191	654.8
OTU_610	OCS155_a__Actino__1765_bp_rna	81.3	375	68	1	1	373	2	376	1e-82	292.9
OTU_615	Flavobacteria_2061_bp_rna	90.3	373	30	1	1	373	1	367	1.6e-140	484.9
OTU_438	SAR11_Surface_1__Alpha__1958_bp_rna	98.6	369	5	0	1	369	1	369	1.1e-191	654.8
OTU_629	Prochlorococcus_2121_bp_rna	81.7	360	66	0	11	370	11	370	6.2e-85	300.3
OTU_660	OCS155_a__Actino__1765_bp_rna	99.5	373	2	0	1	373	1	373	6.9e-199	678.8
OTU_712	Marine_Group_A__aka_SAR406__1992_bp_rna	83.2	238	35	1	132	364	133	370	2.9e-58	211.6
OTU_719	SAR86_a__Gamma__1729_bp_rna	80.9	372	64	1	1	372	1	365	3.7e-82	291.0
OTU_721	Flavobacteria_2061_bp_rna	81.7	367	67	0	1	367	1	367	3.7e-87	307.7
OTU_694	SAR11_Surface_1__Alpha__1958_bp_rna	98.6	369	5	0	1	369	1	369	1.1e-191	654.8
OTU_759	SAR11_Surface_1__Alpha__1958_bp_rna	97.6	369	9	0	1	369	1	369	5.3e-185	632.7
OTU_775	SAR116_a__Alpha__1946_bp_rna	98.9	370	4	0	1	370	1	370	6.8e-194	662.2
OTU_779	SAR11_Surface_1__Alpha__1958_bp_rna	97.6	369	9	0	1	369	1	369	5.3e-185	632.7
OTU_730	SAR116_a__Alpha__1946_bp_rna	98.1	370	7	0	1	370	1	370	6.9e-189	645.6
OTU_791	Marine_Group_A__aka_SAR406__1992_bp_rna	80.9	278	52	1	14	290	14	291	1.4e-56	206.1
OTU_799	SAR11_Surface_1__Alpha__1958_bp_rna	97.6	369	9	0	1	369	1	369	5.3e-185	632.7
OTU_825	Prochlorococcus_2121_bp_rna	81.5	373	64	1	1	368	1	373	6.1e-85	300.3
OTU_845	SAR11_Surface_1__Alpha__1958_bp_rna	98.6	369	5	0	1	369	1	369	1.1e-191	654.8
OTU_835	SAR116_a__Alpha__1946_bp_rna	98.9	361	4	0	10	370	10	370	6.9e-189	645.6
OTU_854	SAR116_a__Alpha__1946_bp_rna	98.4	370	6	0	1	370	1	370	1.5e-190	651.1
OTU_915	SAR11_Surface_1__Alpha__1958_bp_rna	99.2	366	3	0	1	366	1	366	2.4e-193	660.4
OTU_853	SAR86_a__Gamma__1729_bp_rna	83.8	370	53	1	1	370	1	363	2.2e-99	348.3
OTU_934	Marine_Group_A__aka_SAR406__1992_bp_rna	99.7	360	1	0	14	373	14	373	2.5e-193	660.4
OTU_938	SAR11_Surface_1__Alpha__1958_bp_rna	98.6	369	5	0	1	369	1	369	1.1e-191	654.8
OTU_792	Marine_Group_A__aka_SAR406__1992_bp_rna	100.0	360	0	0	14	373	14	373	5.3e-195	665.9
OTU_940	SAR11_Surface_1__Alpha__1958_bp_rna	98.6	369	5	0	1	369	1	369	1.1e-191	654.8
OTU_1046	Flavobacteria_2061_bp_rna	99.5	366	2	0	1	366	1	366	5.2e-195	665.9
OTU_927	SAR86_a__Gamma__1729_bp_rna	78.0	369	75	1	1	369	1	363	3e-63	228.3
OTU_1021	Taumarchaea_MGI_a_1364_bp_rna	99.2	372	3	0	1	372	2	373	1.1e-196	671.5
OTU_1048	Flavobacteria_2061_bp_rna	99.7	356	1	0	14	369	14	369	4.1e-191	653.0
OTU_1065	SAR11_Surface_1__Alpha__1958_bp_rna	98.4	369	6	0	1	369	1	369	5.3e-190	649.3
OTU_1051	Flavobacteria_2061_bp_rna	81.6	294	54	0	1	294	1	294	2.9e-68	244.9
